ID,System,TM,TMA,AverageTip,RST,RSI,RSE,Time,CorrectSteps,TriedSteps,Score
1051417,0,0.09,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051444,0,0.02,0.0,0.4,0.6,0.0,0.4,0.19,1.0,0.74,100
1051449,1,0.03,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.19,100
1051503,0,0.23,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051558,1,0.02,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1061402,1,0.01,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1061403,1,0.02,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.3,100
1061410,1,0.05,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.26,100
1061413,1,0.06,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.33,100
1061414,1,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.26,84
1061415,1,0.02,0.0,0.0,1.0,0.0,0.0,0.05,1.0,0.19,100
1061421,0,0.06,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1061424,1,0.03,0.0,0.8,0.2,0.0,0.8,0.36,1.0,1.0,100
1061425,1,0.01,0.0,0.0,1.0,0.0,0.0,0.39,1.0,0.93,100
1061427,0,0.04,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.89,100
1061431,0,0.02,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.59,100
1061434,1,0.03,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.15,100
1061438,1,0.03,0.0,0.0,1.0,0.0,0.0,0.22,1.0,0.56,100
1061443,1,0.01,0.0,0.1,0.8,0.2,0.0,0.11,1.0,0.26,100
1061444,0,0.02,0.0,0.65,0.0,0.25,0.75,0.23,1.0,0.67,100
1061447,1,0.02,0.0,0.0,1.0,0.0,0.0,0.29,1.0,0.74,92
1061449,1,0.04,0.0,0.2,0.8,0.0,0.2,0.23,1.0,0.44,100
1061511,0,0.03,0.0,0.0,1.0,0.0,0.0,0.34,1.0,0.67,100
1061514,0,0.01,0.0,0.2,0.8,0.0,0.2,0.26,1.0,1.0,100
1061522,1,0.02,0.0,0.25,0.0,1.0,0.0,0.14,1.0,0.26,100
1061539,1,0.02,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,96
1061540,0,0.03,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1061545,1,0.01,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,20
1063301,1,0.03,0.0,0.0,1.0,0.0,0.0,0.23,1.0,0.48,100
1063303,0,0.08,0.0,0.45,0.4,0.2,0.4,0.17,1.0,0.3,100
1063313,0,0.26,0.0,0.8,0.2,0.0,0.8,0.09,1.0,0.44,100
1063314,0,0.03,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.37,100
1063316,0,0.02,0.0,0.2,0.8,0.0,0.2,0.19,1.0,0.52,100
1063323,1,0.14,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1063327,1,0.01,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.26,100
1063329,0,0.04,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1063330,0,0.01,0.0,0.35,0.6,0.2,0.2,0.15,1.0,0.19,0
1063331,0,0.02,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1063336,0,0.02,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,92
1063338,0,0.02,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.19,100
1063339,0,0.77,0.07,0.0,1.0,0.0,0.0,0.19,1.0,0.41,100
1063344,1,0.01,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.33,100
1031444,1,0.01,0.0,0.6,0.4,0.0,0.6,0.06,1.0,0.19,96
1041225,0,0.01,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1041413,0,0.02,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.19,100
1041470,1,0.01,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.26,100
1041563,1,0.01,0.0,0.8,0.2,0.0,0.8,0.16,1.0,0.26,100
1041571,1,0.02,0.0,0.0,1.0,0.0,0.0,0.49,1.0,0.59,92
1043306,0,0.02,0.0,0.2,0.8,0.0,0.2,0.56,1.0,0.48,100
1043321,0,0.01,0.0,0.0,1.0,0.0,0.0,0.29,1.0,0.52,100
1043362,1,0.46,0.0,0.15,0.8,0.2,0.0,0.52,1.0,0.19,0
1043369,0,0.27,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1050758,0,0.01,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.26,100
1051417,0,0.03,0.0,1.0,0.0,0.0,1.0,0.45,1.0,1.0,100
1051444,0,0.01,0.0,0.4,0.6,0.0,0.4,0.15,1.0,0.26,100
1051449,1,0.09,0.0,0.5,0.2,0.4,0.4,0.39,1.0,0.33,100
1051558,1,0.01,0.0,0.15,0.8,0.2,0.0,0.19,1.0,0.19,0
1052429,0,0.81,0.0,0.2,0.8,0.0,0.2,0.1,1.0,0.56,100
1061402,1,0.01,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,76
1061403,1,0.02,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1061410,1,0.05,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1061413,1,0.03,0.0,0.0,1.0,0.0,0.0,0.31,1.0,0.81,100
1061414,1,0.02,0.0,0.15,0.8,0.2,0.0,0.12,1.0,0.19,100
1061415,1,0.02,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1061418,0,0.42,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.19,100
1061421,0,0.04,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.19,100
1061424,1,0.04,0.0,0.4,0.6,0.0,0.4,0.16,1.0,0.52,100
1061427,0,0.06,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.19,84
1061431,0,0.07,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1061438,1,0.01,0.0,0.15,0.8,0.2,0.0,0.5,1.0,0.48,88
1061443,1,0.01,0.0,0.2,0.8,0.0,0.2,0.28,1.0,0.33,100
1061444,0,0.01,0.0,0.4,0.5,0.0,0.5,0.29,1.0,0.59,96
1061449,1,0.02,0.0,0.0,1.0,0.0,0.0,0.29,1.0,0.19,100
1061514,0,0.02,0.0,0.2,0.8,0.0,0.2,0.14,1.0,0.19,100
1061525,1,0.01,0.0,0.2,0.8,0.0,0.2,0.29,1.0,0.19,40
1061529,1,0.04,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.19,0
1061539,1,0.03,0.0,0.6,0.4,0.0,0.6,0.58,1.0,1.0,100
1061545,1,0.01,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1063301,1,0.08,0.0,0.15,0.8,0.2,0.0,0.6,1.0,0.56,100
1063303,0,0.04,0.0,0.45,0.0,0.75,0.25,0.21,1.0,0.33,4
1063313,0,1.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.33,100
1063314,0,0.02,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1063316,0,0.01,0.0,0.2,0.8,0.0,0.2,0.21,1.0,0.63,100
1063323,1,0.02,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.19,100
1063327,1,0.01,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,100
1063329,0,0.02,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.19,100
1063330,0,0.11,0.0,0.95,0.0,0.2,0.8,0.69,1.0,0.48,100
1063331,0,0.01,0.0,0.0,1.0,0.0,0.0,0.27,1.0,0.26,80
1063336,0,0.04,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,40
1063338,0,0.02,0.0,0.0,1.0,0.0,0.0,0.26,1.0,0.33,96
1063339,0,0.03,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1063344,1,0.02,0.16,0.2,0.8,0.0,0.2,0.29,1.0,0.19,0
1041225,0,0.01,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.19,100
1041413,0,0.08,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,96
1041470,1,0.04,0.0,0.15,0.8,0.2,0.0,0.29,1.0,0.44,100
1041563,1,0.03,0.0,0.85,0.0,0.2,0.8,0.67,1.0,0.26,96
1043306,0,0.02,0.12,1.0,0.0,0.0,1.0,0.38,1.0,0.56,92
1043321,0,0.03,0.0,1.0,0.0,0.0,1.0,0.54,1.0,1.0,100
1043362,1,0.1,0.0,0.15,0.8,0.2,0.0,0.29,1.0,0.48,100
1043369,0,0.03,0.0,0.0,1.0,0.0,0.0,0.02,1.0,0.19,100
1050758,0,0.01,0.0,0.2,0.8,0.0,0.2,0.34,1.0,0.19,100
1051417,0,0.01,0.07,1.0,0.0,0.0,1.0,0.27,1.0,0.41,100
1051444,0,0.02,0.0,0.6,0.4,0.0,0.6,0.08,1.0,0.19,100
1051449,1,0.04,0.0,0.6,0.4,0.0,0.6,0.52,1.0,0.26,100
1051503,0,0.41,0.0,1.0,0.0,0.0,1.0,0.41,1.0,0.33,100
1051558,1,0.13,0.0,1.0,0.0,0.0,1.0,0.27,1.0,0.26,96
1052429,0,0.53,0.0,0.6,0.2,0.4,0.4,0.66,1.0,0.19,100
1061402,1,0.02,0.0,0.15,0.8,0.2,0.0,0.45,1.0,0.52,100
1061403,1,0.27,0.0,0.8,0.2,0.0,0.8,0.56,1.0,0.26,100
1061404,1,0.42,0.47,0.15,0.8,0.2,0.0,0.63,1.0,1.0,100
1061413,1,0.01,0.0,1.0,0.0,0.0,1.0,0.27,1.0,0.19,100
1061414,1,0.02,0.0,0.8,0.2,0.0,0.8,0.3,1.0,0.33,100
1061415,1,0.01,1.0,0.35,0.6,0.2,0.2,0.46,1.0,0.7,100
1061418,0,0.48,1.0,0.0,1.0,0.0,0.0,0.74,1.0,0.44,100
1061421,0,0.05,1.0,0.35,0.6,0.2,0.2,0.58,1.0,0.19,100
1061431,0,0.03,0.0,0.0,1.0,0.0,0.0,0.32,1.0,0.26,92
1061438,1,0.1,0.0,0.3,0.2,0.8,0.0,0.3,1.0,0.26,100
1061443,1,0.04,0.0,0.95,0.0,0.2,0.8,0.65,1.0,0.48,100
1061444,0,0.02,0.0,0.1,0.75,0.25,0.0,0.07,1.0,0.7,100
1061449,1,1.0,0.0,0.8,0.2,0.0,0.8,0.87,1.0,0.41,100
1061525,1,0.04,1.0,0.25,0.6,0.2,0.2,0.39,1.0,0.33,100
1061529,1,0.01,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.19,100
1061545,1,0.04,1.0,0.2,0.8,0.0,0.2,0.75,1.0,0.52,100
1063303,0,0.06,0.05,0.35,0.2,0.6,0.2,0.32,1.0,0.48,100
1063311,0,0.05,0.0,0.0,1.0,0.0,0.0,0.05,1.0,0.26,100
1063313,0,0.61,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.19,100
1063314,0,0.05,0.0,0.15,0.8,0.2,0.0,0.09,1.0,0.22,100
1063316,0,0.02,0.0,0.2,0.8,0.0,0.2,0.15,1.0,0.19,28
1063323,1,0.04,0.0,0.2,0.8,0.0,0.2,0.6,1.0,1.0,100
1063329,0,0.07,1.0,0.0,1.0,0.0,0.0,0.44,1.0,0.52,100
1063330,0,0.18,0.0,0.35,0.2,0.6,0.2,0.44,1.0,0.59,100
1063336,0,0.07,1.0,0.4,0.6,0.0,0.4,0.38,1.0,0.22,100
1063338,0,0.01,1.0,0.0,1.0,0.0,0.0,0.78,1.0,0.96,100
1063339,0,0.5,1.0,0.0,1.0,0.0,0.0,0.47,1.0,0.19,100
1063344,1,0.02,0.0,0.35,0.6,0.2,0.2,0.51,1.0,0.19,96
1031444,1,0.01,0.0,0.75,0.2,0.2,0.6,0.2,1.0,0.33,100
1041413,0,0.01,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,36
1041470,1,0.02,0.0,0.4,0.6,0.0,0.4,0.73,1.0,1.0,100
1043306,0,0.02,0.0,1.0,0.0,0.0,1.0,0.19,1.0,0.19,60
1043362,1,0.5,0.0,0.2,0.6,0.4,0.0,0.35,1.0,0.56,100
1043369,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.26,100
1051417,0,0.01,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.41,100
1051444,0,0.02,0.0,1.0,0.0,0.0,1.0,0.32,1.0,0.19,96
1051503,0,0.06,0.0,1.0,0.0,0.0,1.0,0.34,1.0,0.41,96
1051558,1,0.01,0.0,1.0,0.0,0.0,1.0,0.41,1.0,0.19,96
1061402,1,0.02,0.0,0.3,0.6,0.4,0.0,0.35,1.0,0.26,100
1061403,1,0.02,0.0,0.6,0.2,0.4,0.4,0.53,1.0,0.19,100
1061410,1,0.34,0.0,0.6,0.4,0.0,0.6,0.11,1.0,0.19,100
1061413,1,0.01,0.0,1.0,0.0,0.0,1.0,0.29,1.0,0.19,60
1061414,1,0.02,0.0,0.75,0.2,0.2,0.6,0.26,1.0,0.19,100
1061418,0,0.28,0.0,0.85,0.0,0.2,0.8,0.3,1.0,0.26,100
1061425,1,0.54,0.0,0.8,0.2,0.0,0.8,0.72,1.0,1.0,96
1061430,1,0.05,1.0,1.0,0.0,0.0,1.0,0.29,1.0,0.26,100
1061431,0,0.08,0.0,0.8,0.2,0.0,0.8,0.26,1.0,0.19,100
1061438,1,0.01,0.0,0.6,0.2,0.4,0.4,0.57,1.0,0.26,100
1061443,1,0.03,0.0,0.6,0.4,0.0,0.6,0.74,1.0,0.44,100
1061444,0,0.12,0.0,0.3,0.4,0.6,0.0,0.25,1.0,0.89,36
1061511,0,0.02,0.0,1.0,0.0,0.0,1.0,0.82,1.0,1.0,84
1061525,1,0.05,0.0,0.6,0.4,0.0,0.6,0.52,1.0,0.26,100
1061529,1,0.02,0.0,0.35,0.6,0.2,0.2,0.64,1.0,0.19,100
1061539,1,0.02,0.0,0.4,0.6,0.0,0.4,0.68,1.0,0.81,100
1061545,1,0.02,0.0,0.15,0.8,0.2,0.0,0.41,1.0,0.33,100
1063303,0,0.04,0.0,0.8,0.2,0.0,0.8,0.45,1.0,0.3,100
1063311,0,0.01,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.19,100
1063313,0,0.22,0.0,1.0,0.0,0.0,1.0,0.57,1.0,0.26,100
1063314,0,0.02,0.0,0.05,0.75,0.25,0.0,0.13,1.0,0.26,100
1063316,0,0.02,0.0,0.4,0.6,0.0,0.4,0.63,1.0,0.52,52
1063323,1,0.02,0.0,0.4,0.4,0.4,0.2,0.52,1.0,1.0,100
1063327,1,0.01,0.0,0.6,0.4,0.0,0.6,0.14,1.0,0.19,52
1063336,0,0.13,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.19,96
1063338,0,0.04,1.0,0.0,1.0,0.0,0.0,0.55,1.0,0.22,72
1063339,0,0.05,0.0,0.0,1.0,0.0,0.0,0.46,1.0,0.19,100
1063344,1,0.01,0.0,0.8,0.2,0.0,0.8,0.65,1.0,0.19,100
1063345,0,0.03,0.0,1.0,0.0,0.0,1.0,0.51,1.0,0.59,96
1031444,0,0.01,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.56,100
1041470,0,0.01,0.0,0.3,0.6,0.2,0.2,0.54,1.0,0.7,40
1041563,0,0.01,0.0,1.0,0.0,0.0,1.0,0.13,1.0,0.19,100
1043321,0,0.01,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.19,96
1043362,0,0.03,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.37,100
1043369,0,0.02,0.0,0.5,0.2,0.4,0.4,0.38,1.0,0.26,100
1050758,0,0.01,0.0,0.6,0.4,0.0,0.6,0.49,1.0,0.63,80
1051417,0,0.02,1.0,1.0,0.0,0.0,1.0,0.6,1.0,0.19,44
1051444,0,0.02,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.19,100
1051449,0,0.02,0.0,1.0,0.0,0.0,1.0,0.43,1.0,0.33,84
1051503,0,1.0,0.0,1.0,0.0,0.0,1.0,0.33,1.0,0.63,92
1051558,0,0.01,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.26,96
1052429,0,0.51,1.0,1.0,0.0,0.0,1.0,0.53,1.0,0.63,88
1061402,0,0.88,0.0,0.0,1.0,0.0,0.0,0.23,1.0,0.19,72
1061403,0,0.02,0.0,1.0,0.0,0.0,1.0,0.33,1.0,0.33,96
1061410,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.26,96
1061413,0,0.01,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.19,100
1061415,0,1.0,1.0,1.0,0.0,0.0,1.0,0.41,1.0,0.19,100
1061418,0,0.06,0.14,0.55,0.0,0.8,0.2,0.63,1.0,0.33,96
1061421,0,0.02,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.19,60
1061424,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.26,92
1061425,0,0.01,0.0,1.0,0.0,0.0,1.0,0.22,1.0,0.26,40
1061430,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.19,44
1061431,0,0.02,0.0,1.0,0.0,0.0,1.0,0.22,1.0,0.48,96
1061434,0,0.01,0.0,0.75,0.0,0.6,0.4,0.66,1.0,0.85,100
1061438,0,0.06,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.19,92
1061443,0,0.04,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.26,88
1061444,0,0.09,1.0,1.0,0.0,0.0,1.0,0.28,1.0,0.63,76
1061447,0,0.01,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.26,68
1061449,0,0.12,0.0,1.0,0.0,0.0,1.0,0.4,1.0,0.41,84
1061511,0,0.96,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.19,96
1061514,0,0.01,0.0,1.0,0.0,0.0,1.0,0.46,1.0,0.33,100
1061525,0,0.01,0.0,0.8,0.2,0.0,0.8,0.36,1.0,0.26,100
1061539,0,0.01,1.0,0.8,0.2,0.0,0.8,0.83,1.0,0.19,96
1061540,0,0.02,0.0,1.0,0.0,0.0,1.0,0.47,1.0,0.19,96
1061545,0,0.44,0.0,1.0,0.0,0.0,1.0,0.33,1.0,0.19,100
1063311,0,0.01,1.0,1.0,0.0,0.0,1.0,0.26,1.0,0.19,0
1063313,0,1.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.26,88
1063314,0,0.01,0.0,0.6,0.25,0.0,0.75,0.2,1.0,0.56,100
1063316,0,0.05,1.0,0.4,0.6,0.0,0.4,0.65,1.0,0.56,100
1063323,0,0.02,0.0,0.0,1.0,0.0,0.0,0.59,1.0,0.33,100
1063327,0,0.02,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,40
1063329,0,0.04,1.0,1.0,0.0,0.0,1.0,0.61,1.0,0.48,100
1063330,0,0.13,1.0,1.0,0.0,0.0,1.0,0.59,1.0,0.3,84
1063331,0,0.01,0.0,1.0,0.0,0.0,1.0,0.33,1.0,0.85,84
1063339,0,0.32,0.0,0.8,0.2,0.0,0.8,0.58,1.0,0.7,100
1063344,0,0.01,0.0,0.8,0.0,0.0,1.0,0.75,1.0,0.52,100
1031444,0,0.01,0.0,0.2,0.75,0.0,0.25,0.14,1.0,0.26,100
1031530,0,0.06,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.11,68
1041225,0,0.02,0.0,0.15,0.8,0.2,0.0,0.14,1.0,0.15,68
1041413,0,0.07,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.11,92
1041470,0,0.06,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.41,100
1041571,0,0.04,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.04,84
1043321,0,0.04,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.15,100
1043369,0,0.07,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.11,100
1050758,0,0.02,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.07,100
1051417,0,0.11,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.11,68
1051444,0,0.02,0.0,0.4,0.4,0.4,0.2,0.16,1.0,0.26,100
1051503,0,0.05,0.0,0.0,1.0,0.0,0.0,0.08,0.6,0.11,100
1051558,0,0.01,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.15,100
1061402,0,0.02,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,100
1061403,0,0.04,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.3,100
1061410,0,0.22,0.0,0.0,1.0,0.0,0.0,0.11,0.8,0.22,68
1061413,0,0.03,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.15,100
1061414,0,0.03,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.15,100
1061415,0,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,92
1061418,0,0.29,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.11,68
1061421,0,0.1,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,88
1061424,0,0.02,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.11,100
1061430,0,0.02,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.22,96
1061431,0,0.05,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.15,100
1061438,0,0.04,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.15,100
1061443,0,0.01,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,100
1061444,0,0.03,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.37,68
1061447,0,0.04,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.11,100
1061449,0,0.46,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,36
1061511,0,0.04,0.0,0.0,1.0,0.0,0.0,0.22,1.0,0.3,100
1061514,0,0.06,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.07,100
1061525,0,0.03,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.11,68
1061539,0,0.09,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.07,68
1061545,0,0.03,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.07,92
1063301,0,0.09,0.0,0.0,1.0,0.0,0.0,0.23,1.0,0.15,100
1063303,0,0.04,0.51,0.7,0.2,0.2,0.6,0.22,1.0,0.37,80
1063308,0,0.12,0.37,0.0,1.0,0.0,0.0,0.1,1.0,0.11,100
1063313,0,0.16,0.0,1.0,0.0,0.0,1.0,0.16,1.0,0.15,100
1063316,0,0.05,0.0,0.05,0.75,0.25,0.0,0.11,0.8,0.19,100
1063323,0,0.04,0.0,0.0,1.0,0.0,0.0,0.3,1.0,0.15,100
1063327,0,0.03,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.07,100
1063331,0,0.03,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,92
1063336,0,0.04,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,100
1063338,0,0.04,0.0,0.0,1.0,0.0,0.0,0.07,0.6,0.11,92
1063339,0,0.16,1.0,0.0,1.0,0.0,0.0,0.12,1.0,0.11,68
1063344,0,0.02,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.11,100
1063345,0,0.04,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.15,84
1031530,0,0.08,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,100
1041225,0,0.02,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.22,100
1041413,0,0.04,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,100
1041470,1,0.02,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,0
1041563,1,0.01,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1043321,0,0.02,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.48,52
1043369,0,0.11,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.15,100
1050758,0,0.02,0.21,0.0,1.0,0.0,0.0,0.1,1.0,0.15,100
1051417,0,0.09,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,96
1051444,0,0.02,0.0,0.2,0.75,0.0,0.25,0.1,1.0,0.11,100
1051449,1,0.03,0.0,0.25,0.5,0.25,0.25,0.17,1.0,0.15,100
1051503,0,0.23,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.15,100
1051558,1,0.02,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.48,100
1061402,1,0.01,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.15,100
1061403,1,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1061410,1,0.05,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.15,100
1061413,1,0.06,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.15,100
1061414,1,0.02,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,84
1061415,1,0.02,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.15,100
1061421,0,0.06,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.22,100
1061424,1,0.03,0.0,0.4,0.6,0.0,0.4,0.09,1.0,0.15,100
1061425,1,0.01,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.22,40
1061427,0,0.04,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.44,100
1061431,0,0.02,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.15,100
1061434,1,0.03,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.41,100
1061438,1,0.03,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.15,100
1061443,1,0.01,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.15,100
1061444,0,0.02,0.0,0.2,0.8,0.0,0.2,0.18,1.0,0.44,100
1061447,1,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1061449,1,0.04,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,100
1061511,0,0.03,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,100
1061514,0,0.01,0.0,0.2,0.8,0.0,0.2,0.07,1.0,0.15,100
1061522,1,0.02,0.0,0.15,0.25,0.75,0.0,0.08,1.0,0.22,100
1061539,1,0.02,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.15,100
1061540,0,0.03,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.15,100
1061545,1,0.01,1.0,0.0,1.0,0.0,0.0,0.05,1.0,0.15,100
1063301,1,0.03,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.15,100
1063303,0,0.08,0.0,0.2,0.75,0.0,0.25,0.12,1.0,0.15,76
1063313,0,0.26,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.15,100
1063314,0,0.03,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.11,100
1063316,0,0.02,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.15,100
1063323,1,0.14,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1063327,1,0.01,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1063329,0,0.04,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,100
1063330,0,0.01,0.0,0.2,0.8,0.0,0.2,0.22,1.0,0.48,0
1063331,0,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.15,80
1063336,0,0.02,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.48,100
1063338,0,0.02,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.48,100
1063339,0,0.77,0.07,0.0,1.0,0.0,0.0,0.09,1.0,0.15,88
